"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"243691_at",1.0471445504055,6.23950610452893,4.28102364859931,3.7655490835114e-05,0.000266858582165892,1.34900315433679
"244521_at",-1.32153754495876,4.15865481856198,-4.28086260078452,3.76791275426664e-05,0.000266967913323908,1.34840383991383
"237441_at",1.08070455957859,4.53770993409091,4.28085200064691,3.76806838065038e-05,0.000266967913323908,1.34836439372851
"218252_at",1.01366735774996,5.67991550469421,4.27980635981401,3.78345040184352e-05,0.000267953563109838,1.3444736131542
"210046_s_at",1.26763825529461,9.06801735977686,4.27896257353956,3.79590699933744e-05,0.000268800952193724,1.34133443229356
"209193_at",-1.00909228007076,5.83845438265289,-4.27815098725542,3.80792541871e-05,0.000269547284137713,1.33831547515535
"219888_at",1.21966346627712,4.04746475778512,4.27475720336742,3.85857982776143e-05,0.000272815016271636,1.32569575388827
"204619_s_at",1.48230197358819,7.91719363692562,4.27438698168244,3.8641446360415e-05,0.000273173141938931,1.32431953627059
"216035_x_at",-1.40745032197178,7.2334046298843,-4.27433797339271,3.86488185824455e-05,0.000273189936133834,1.32413736530029
"222912_at",-1.34153201954192,6.1865072598595,-4.27403876169639,3.86938577437846e-05,0.00027347294107309,1.32302518498884
"221538_s_at",1.25279704795809,8.1307872117438,4.27359378117698,3.87609322075237e-05,0.000273911589562667,1.32137128259959
"239065_at",1.0480575854157,4.47007565036364,4.27308761960301,3.88373646761521e-05,0.000274345337683284,1.31949013634581
"239876_at",1.22070240983085,4.64591537776859,4.27202068600737,3.89989507027792e-05,0.000275344476972424,1.31552542041611
"215049_x_at",-2.04596678645933,5.2140707905124,-4.27124921016818,3.91161921933712e-05,0.000276029660321705,1.31265907590515
"1556666_a_at",1.97407061177769,4.68967310919835,4.27010590456735,3.92905638871067e-05,0.000277117076951439,1.30841193289411
"237194_at",1.02706424152713,3.54549431724793,4.2698626520218,3.93277598872103e-05,0.00027734364398726,1.30750840793577
"226368_at",1.24651172015212,5.57504617993388,4.26775091608935,3.96520926282947e-05,0.000279450652803817,1.29966627201523
"234222_at",1.79141928005258,4.12639952452893,4.26693905418021,3.97774658086942e-05,0.000280225865621744,1.29665210287498
"236026_at",1.01331445475959,4.6269550291157,4.2666592025498,3.98207705893248e-05,0.000280494799274844,1.29561320594304
"203749_s_at",1.28715256416004,5.0443500618843,4.26656542096641,3.98352926631603e-05,0.000280560946329807,1.29526507052663
"222805_at",-1.0942575418875,5.52352524066942,-4.26613474402575,3.99020483349167e-05,0.000280994911477534,1.29366638646433
"203936_s_at",2.57994592699487,7.22278658695041,4.26587267733744,3.9942721713813e-05,0.000281245113934672,1.29269364612044
"1563075_s_at",1.30681551279463,7.2380103284876,4.26545983461287,4.00068767127785e-05,0.000281660569697549,1.2911613436957
"218700_s_at",-1.03548314661769,3.1921442927438,-4.2648079116108,4.01083860017813e-05,0.000282302523770261,1.28874189560476
"201858_s_at",-1.89390784188864,5.65301991653719,-4.26413139230538,4.02139867447515e-05,0.000282900119051632,1.28623145199909
"211676_s_at",-1.42268673913298,6.6652604672562,-4.26145606181872,4.06342132461043e-05,0.000285489027143505,1.27630664245073
"229969_at",-1.05788093983036,5.29768854698347,-4.26113836453408,4.06843947672707e-05,0.000285804867519019,1.27512836899843
"212091_s_at",-1.0296289935436,4.36259627214876,-4.26065849617049,4.07603047399507e-05,0.000286242746514508,1.27334875910825
"242509_at",1.46624285343436,4.22069052179339,4.26032283137059,4.08134841321582e-05,0.000286564433661969,1.27210402120029
"226962_at",1.0559572061125,7.96725891776033,4.25972449471972,4.09084439910391e-05,0.000287157423958154,1.26988540235464
"219654_at",-1.59004006109959,3.82519368924793,-4.25958559928013,4.09305179230023e-05,0.000287275490043665,1.26937041397598
"204875_s_at",1.35834760317133,7.05099267852066,4.25791612301115,4.11967360931702e-05,0.000288995579406477,1.26318139446655
"213982_s_at",-1.00257210984962,7.91520340790083,-4.25724967276108,4.13034735241403e-05,0.000289707173179265,1.26071125386331
"221622_s_at",-1.32074019577156,7.18590027524793,-4.2558162489605,4.15339489388795e-05,0.000291286385099184,1.25539935606089
"227769_at",1.7496775837477,5.69657190842149,4.25460775792638,4.17292175407625e-05,0.000292618310765832,1.25092202406421
"55081_at",1.37880623319679,6.2218872377438,4.25390171140498,4.18437086985829e-05,0.000293345912693296,1.24830662935774
"227966_s_at",1.94665875226411,4.82891371038017,4.25383293626508,4.1854877258086e-05,0.000293386591549468,1.2480518839979
"226647_at",1.31624307226636,5.61097466928099,4.25306751869447,4.19793686793375e-05,0.000294108403708711,1.24521695708555
"229425_at",1.23178148147904,5.39167794892562,4.24927693479866,4.26011491584327e-05,0.00029804322456056,1.23118306343609
"236168_at",1.24332062495414,6.39071026071901,4.24916018396521,4.26204398651071e-05,0.000298103178920907,1.23075096272237
"213839_at",1.2169959921719,6.86625584423967,4.24836449120754,4.27521355714382e-05,0.000298986059397338,1.22780629676133
"1560659_at",1.04081840038513,6.43223159650413,4.24756757563698,4.28844253724736e-05,0.000299872868300293,1.22485751283093
"232928_at",1.16805649640212,4.18731116992562,4.24555167786797,4.32208265288525e-05,0.000302070649426692,1.21740001492707
"236353_at",1.28530345284217,4.20969911059504,4.2445111005621,4.33954622505923e-05,0.000303205593365422,1.21355158361058
"212925_at",1.10603000879126,5.22346613828099,4.24386247428583,4.35046611273949e-05,0.000303898983919805,1.21115308093881
"229030_at",2.49079561662779,6.13756387138843,4.24334226697739,4.35924307987417e-05,0.000304473192887226,1.20922964372801
"203287_at",1.22876025497792,4.52425515432231,4.24294493610132,4.36595832113819e-05,0.000304825400597919,1.20776065233759
"55616_at",1.83264241361534,6.88231967540496,4.24215007253947,4.37942204304289e-05,0.000305648328061489,1.2048222279474
"210235_s_at",1.13245327340664,4.92019576340496,4.24207196290969,4.38074724524909e-05,0.000305701794044663,1.20453349685662
"234986_at",-1.09030679777324,5.69110788861983,-4.24185300374599,4.38446414341294e-05,0.000305922124861029,1.20372413845307
"239468_at",-1.68654078259677,3.16782633471074,-4.24179116494118,4.3855144242001e-05,0.000305956362311013,1.203495563711
"225228_at",-1.16694759842993,6.56826755640496,-4.2402441769599,4.41186749484002e-05,0.000307520213259023,1.19777823285269
"225844_at",-1.03770088340731,7.19337512886777,-4.23887531138846,4.43531299558003e-05,0.000309036240643989,1.19272048691567
"215772_x_at",-1.15803521581795,7.90104151626446,-4.23752188080466,4.45861173368869e-05,0.000310461788766466,1.18772095578503
"221599_at",-1.01233219529307,9.61309202319008,-4.23739068732155,4.46087641221322e-05,0.000310579928483074,1.18723639372764
"202929_s_at",-1.09340187525516,6.51719112279339,-4.23723524246601,4.46356115075522e-05,0.000310696451666995,1.18666227375828
"1556006_s_at",1.17264740961819,4.73308073057025,4.2372279834129,4.4636865621294e-05,0.000310696451666995,1.18663546355428
"221264_s_at",1.12809322469961,7.04917394728926,4.23622966686495,4.4809662937362e-05,0.000311859511341684,1.1829486568404
"206082_at",1.68844306830031,5.54055143812397,4.234684076725,4.50784547843588e-05,0.000313610448572951,1.17724202098667
"211712_s_at",2.12904511406672,4.70015762277686,4.23387731708258,4.52193717322809e-05,0.000314510768281702,1.17426390972093
"212776_s_at",1.67057101601354,5.2301288447438,4.23238138816918,4.54817861425607e-05,0.000316134840750637,1.16874287494177
"222433_at",1.22795096363738,8.90350570377686,4.23081554640463,4.57580306202702e-05,0.00031785291883665,1.16296535626434
"218720_x_at",1.41648449179861,4.42334767541322,4.22973545305098,4.59495178531249e-05,0.000319044570370087,1.15898103412387
"209605_at",-1.35550761568615,8.34621654322314,-4.22858999579746,4.61534338351119e-05,0.000320192741395095,1.1547564145754
"213095_x_at",-1.03622547007642,7.36929969901653,-4.22781798432299,4.62913582596949e-05,0.000321068122903567,1.15190959660067
"225676_s_at",1.13955070316227,9.07931889331405,4.22750451191884,4.63474748478299e-05,0.000321375800545986,1.15075376636915
"1555814_a_at",-1.40125909264767,5.23997449671901,-4.22719840654285,4.64023356421423e-05,0.000321715407206966,1.14962516085896
"202718_at",1.90321666559953,4.50457201043802,4.22561745678601,4.66866704316607e-05,0.000323563659000006,1.14379718684475
"228745_at",-1.02277908327155,6.01243735168595,-4.22338699503645,4.709066640554e-05,0.000326115539673578,1.1355776095657
"227193_at",-1.05184285960131,6.18631784647934,-4.22044233631879,4.76291649524801e-05,0.000329510893809547,1.12473102904006
"207030_s_at",-1.28609757645426,8.21155239570248,-4.21994534288711,4.7720632705973e-05,0.000330060163592545,1.12290091763044
"225079_at",1.09217656518264,7.86241935090083,4.21657076666774,4.83461711731249e-05,0.000333971518787181,1.11047871401698
"212227_x_at",-1.10204737009399,10.1695820013719,-4.21616940991335,4.84210914749457e-05,0.000334397268711969,1.10900176313458
"209784_s_at",1.0852496536374,5.95293233215703,4.21612052761335,4.84302238255646e-05,0.000334418096446419,1.1088218884939
"219527_at",-1.01020951092595,5.52850214958678,-4.21580609910624,4.84890059139844e-05,0.000334781714654262,1.10766490712509
"221535_at",1.00400197499656,5.76924298045455,4.21300025272774,4.90165969197801e-05,0.00033829619245001,1.09734325306289
"210950_s_at",-1.47229142315166,7.74830708583471,-4.21187797647411,4.92291604519216e-05,0.000339634618007422,1.09321624582013
"1558515_at",1.29460345325166,6.06863240708264,4.21142222569456,4.93157337808272e-05,0.000340146050771632,1.09154052137532
"219635_at",1.15006030839702,6.19976283673554,4.21076972782539,4.94399351061285e-05,0.000340830721463571,1.08914162249502
"1553993_s_at",1.1879715105469,7.49795058234711,4.21003604822306,4.95799477180428e-05,0.000341709774547333,1.08644458914153
"233587_s_at",1.16825846902146,5.82835024252066,4.20971960205482,4.96404544858183e-05,0.000341997460813019,1.08528142883083
"239965_at",1.04410255417079,4.25777547390083,4.20942394664141,4.96970499431429e-05,0.00034230110930226,1.08419474759329
"213702_x_at",-1.04251264818505,11.5404377170992,-4.20927213680921,4.97261340011706e-05,0.000342458291537222,1.08363679265506
"221436_s_at",1.09058225280992,4.59581513271074,4.20913066576885,4.97532520343585e-05,0.000342585915093535,1.08311684986665
"211456_x_at",-1.11642444778062,8.79715304639669,-4.20890910114686,4.9795751416443e-05,0.000342765039493141,1.08230256840769
"226616_s_at",-1.15435742194012,8.28009904965289,-4.20709243784134,5.01455307338527e-05,0.000344782053932771,1.07562727106118
"226038_at",-1.04964214182925,7.09739442685124,-4.20646886702351,5.02661353476922e-05,0.000345480949105603,1.0733364636209
"226905_at",-1.06275191858719,7.89231399396694,-4.20637130017877,5.02850308828282e-05,0.000345567378521698,1.07297805581355
"222760_at",1.72438537763965,8.47306572587603,4.20625095168398,5.0308347874709e-05,0.000345684167406022,1.07253596903918
"1554599_x_at",1.00344966545529,4.0162948397686,4.20455036770921,5.06389397369534e-05,0.000347798872391687,1.06629006619704
"213256_at",-1.26820800244123,4.68463337331405,-4.20196167632757,5.11461838729398e-05,0.000350956024504641,1.05678592010629
"240655_at",1.65355522795981,4.43339224789256,4.20178376002653,5.11812243660042e-05,0.000351064288321576,1.056132875998
"226695_at",-1.48468111231286,8.45707978768595,-4.20174781966888,5.11883055907977e-05,0.000351068816881192,1.05600095893634
"243271_at",1.50031134618662,5.07856511597521,4.20108845101869,5.13183860437839e-05,0.000351872680830686,1.05358093197142
"213891_s_at",-1.17251402115223,9.75316546313223,-4.2002713271826,5.14800286167593e-05,0.000352936747914899,1.05058230006988
"224784_at",1.30857681283593,7.50628091450413,4.19879688733347,5.17729376089356e-05,0.000354589172462552,1.04517258477779
"205298_s_at",1.04040215478219,6.57956601004132,4.19571390896914,5.23905712601219e-05,0.00035859470250966,1.033865703327
"226933_s_at",-1.4768155606799,3.21648049640496,-4.19463732830332,5.26079104271288e-05,0.000359902089915324,1.02991877624219
"1556658_a_at",1.00225982871433,5.57132629470248,4.19318049816957,5.29033916540528e-05,0.000361787734669836,1.02457898807636
"207170_s_at",-1.0296643447529,7.38311908552066,-4.1919801622927,5.31480452343369e-05,0.000363324502774115,1.02018037585653
"234562_x_at",1.51862246774938,7.9156248608595,4.19090736402788,5.33676222138542e-05,0.00036477994056038,1.01624991512758
"222699_s_at",1.15722112735969,5.92776276216529,4.19078033113133,5.3393680460863e-05,0.000364866826546392,1.01578454831891
"234735_s_at",1.17534345605143,5.95447115809091,4.19049363338142,5.34525356122692e-05,0.000365223367233294,1.01473431073316
"234331_s_at",1.32416196765156,4.37049709805785,4.18948106109837,5.36609014043671e-05,0.000366555445312815,1.01102546075335
"209406_at",-1.06290341432809,2.81761453428099,-4.18516740905742,5.45573215218386e-05,0.000372213820090657,0.995232881489806
"203669_s_at",-1.3207306434667,6.8814714261405,-4.18452883020841,5.4691239126219e-05,0.000372987838246978,0.992896028145466
"200605_s_at",-1.0866426810063,8.52070440323967,-4.18339315074548,5.49301840392358e-05,0.000374383920761059,0.988740710661676
"205357_s_at",-2.90164211977552,5.24093325561983,-4.18226802917185,5.51678947985172e-05,0.000375957204051967,0.984624850719618
"204088_at",1.08292126017983,4.76660123765289,4.18034036414827,5.55774585092772e-05,0.000378559554502894,0.977575083862264
"1559529_at",1.11739972005313,5.59615027597521,4.17971754741092,5.57104082109765e-05,0.000379417858611751,0.975297864478335
"204315_s_at",1.38059501932633,4.66054306757851,4.17740070049147,5.6207657258054e-05,0.000382566122318449,0.966828940461927
"225915_at",-1.64249036997404,5.14464917650413,-4.17514705804836,5.66954232343758e-05,0.000385597992951797,0.95859440676738
"238717_at",1.00295918569341,4.35041930850413,4.1748412566839,5.6761921150999e-05,0.00038595763835168,0.95747730101029
"229119_s_at",-1.50717655727154,5.3067706351405,-4.17310887075389,5.71400508280215e-05,0.000388332166441526,0.951149970200173
"219549_s_at",-1.15821460187961,8.78256608290909,-4.17306427477936,5.71498166582126e-05,0.000388350264204297,0.95098711460873
"31845_at",1.10843711552145,6.19880403599174,4.17250219835854,5.72730400171717e-05,0.000389090887542105,0.948934634954013
"200986_at",-1.50443000492882,8.43001831140496,-4.17071717697611,5.76660597731296e-05,0.000391517672680475,0.942417812494727
"226831_at",-1.12208071814656,7.23417452117355,-4.16980814031184,5.78672008455165e-05,0.000392639514299903,0.939099866318304
"228462_at",2.14519327108424,5.97295908804959,4.16916410281214,5.80101129502683e-05,0.000393445916976841,0.936749482398819
"233337_s_at",1.56044040316569,4.54425097450413,4.16915019352623,5.80132031550928e-05,0.000393445916976841,0.936698724113612
"201478_s_at",1.11449595518377,7.28994215077686,4.16715639398877,5.84577992730269e-05,0.000396066357152873,0.929424182594059
"221437_s_at",-1.22920610775573,7.49952462331405,-4.16426693712326,5.91079196879459e-05,0.000399817581212229,0.91888636725974
"208835_s_at",1.09680089263001,11.1870204996859,4.16312862117953,5.93659364914342e-05,0.000401364236140617,0.914736439495484
"227103_s_at",1.15976668006897,4.42513788935537,4.1622605665267,5.95634197585178e-05,0.000402649601297844,0.911572364941372
"1560763_at",1.00673415217136,3.57141135843802,4.16194880398807,5.96344996356191e-05,0.000403080265493569,0.910436105144846
"1560296_at",-1.10672551216522,5.95075546863636,-4.16191042475805,5.96432554757463e-05,0.000403089615962476,0.910296231356706
"224189_x_at",1.12649272439477,3.93212521001653,4.16163590256286,5.97059209353564e-05,0.000403463258823459,0.909295758388224
"1567101_at",1.78735368656389,4.47829821753719,4.16070611239249,5.99186343628271e-05,0.00040465060941052,0.905907582495773
"238623_at",1.5818732473348,5.93703806833884,4.15844482357062,6.04389987418092e-05,0.000407862534708519,0.897669754645441
"235405_at",1.32354124702202,6.18088692634711,4.15825463670141,6.04829612166816e-05,0.000408108836791567,0.896977060284441
"201171_at",-1.09431936529755,4.29767152301653,-4.15792961385086,6.05581625501685e-05,0.000408515427196849,0.89579332408293
"212731_at",-1.19813845339656,7.53626953643802,-4.15694212961125,6.0787189445821e-05,0.000409959242993742,0.892197321267596
"232370_at",1.40660896154918,4.74672476682645,4.15587073043451,6.10366178049718e-05,0.000411438426641208,0.888296456975115
"205093_at",1.1012593128303,4.4257307288595,4.15565411354211,6.10871666520708e-05,0.000411728406891268,0.887507866378479
"1554452_a_at",-1.27279561615901,6.04140711419008,-4.15522070564665,6.11884254714804e-05,0.000412360059491334,0.885930143506601
"204136_at",1.00129202880369,5.81632447703306,4.15514105925072,6.12070510694667e-05,0.000412434744543147,0.885640222285738
"221957_at",1.36659191697453,4.18368743953719,4.15169556087183,6.20180165547456e-05,0.000417539102959083,0.873102222291886
"221727_at",-1.21244785474387,8.57327856290909,-4.15094005807608,6.21972106153795e-05,0.0004186424338786,0.870354023575287
"201663_s_at",1.18987947785291,5.09358914771901,4.14965475293254,6.25032068114459e-05,0.000420391540462025,0.865679487634039
"232286_at",2.31551806821207,6.25665563335537,4.14850458543673,6.27782532816401e-05,0.000421981927486313,0.86149735235099
"218826_at",1.13455266515099,4.43292865457851,4.14335368982557,6.40243120327629e-05,0.000429776459225453,0.842778766868217
"229139_at",1.64299647170641,5.55299756643802,4.14298513244941,6.41143730012662e-05,0.000430328178718908,0.841440079802317
"214321_at",-1.21426667437731,4.5361596788595,-4.14287431031766,6.41414773168717e-05,0.0004304572569412,0.841037565181909
"203645_s_at",-2.02239152564768,6.17612325089256,-4.13944650297231,6.49852763721181e-05,0.000435300061876013,0.828591481218836
"203627_at",1.60799672850562,5.74452956947107,4.13804092355018,6.53343441268067e-05,0.000437388914550405,0.823490168606487
"202994_s_at",-1.64673311354757,7.29985208169421,-4.13410377362003,6.63217038782113e-05,0.00044340170696273,0.809207856861064
"232382_s_at",-1.13518058749667,7.34176503004132,-4.1339970965904,6.6348654304991e-05,0.000443473432044668,0.808821019507937
"205923_at",-1.21323598600456,3.62738524689256,-4.13258074041059,6.67074724533562e-05,0.000445599396015547,0.803685669798967
"232202_at",1.52521250451186,3.74140885404132,4.13200853863032,6.68529600811627e-05,0.000446407619985047,0.801611384672291
"222192_s_at",-1.0001793753411,3.51359266215702,-4.13123606868239,6.70498500506401e-05,0.000447575475241325,0.798811450111698
"201212_at",-1.42428387485641,8.38283877961983,-4.1310929182506,6.70863977205657e-05,0.00044774765568505,0.798292622737971
"213201_s_at",2.43664748116457,4.98909750579339,4.13105859165227,6.70951644650504e-05,0.000447751509474751,0.798168213108898
"241763_s_at",1.66313570604127,5.00616052615703,4.13057627976913,6.72184592582134e-05,0.000448310066342079,0.796420255751698
"226781_at",-1.10911505913015,5.81128626032231,-4.12973104246074,6.74350534359636e-05,0.000449690394756837,0.793357381166388
"208788_at",-1.59459900172748,11.0789677445868,-4.12959066585823,6.74710899751302e-05,0.000449875834681737,0.792848745940274
"221923_s_at",1.02514957821995,9.74103956069422,4.12518579970965,6.86112962100705e-05,0.00045692114741603,0.776894908601677
"36711_at",-1.42642355027271,9.70347278940496,-4.12490409299036,6.86848409682841e-05,0.000457350306327902,0.775875038936296
"236317_at",1.14775917554805,4.63143715619008,4.1248748929189,6.8692468505985e-05,0.000457350306327902,0.775769328198274
"225974_at",-1.61337288701647,6.41474250913223,-4.12482114467961,6.87065105492767e-05,0.000457388099876014,0.775574749113273
"239153_at",1.60641458827204,3.73388549604959,4.12422483363751,6.88624849089279e-05,0.000458259050924493,0.773416114722785
"203417_at",1.54207013810403,6.00986178947934,4.12331203066908,6.91018997915073e-05,0.000459628512299351,0.770112239258279
"222453_at",-1.74858742844465,9.45832035780165,-4.12279071961919,6.92389895654178e-05,0.00046026039568258,0.768225608599876
"227211_at",1.2281017373003,5.90628501289256,4.1223116069628,6.93652120872994e-05,0.000461043395438013,0.766491852268198
"227272_at",1.10389415120981,4.86296466709917,4.11975011351869,7.00437870476303e-05,0.000465044815644103,0.757225187795184
"227330_x_at",-1.13500493895028,5.65614900428099,-4.11448519096086,7.14585573755542e-05,0.000473747620287186,0.738191962391658
"210942_s_at",-1.14832497694631,3.41413710987603,-4.11334782937849,7.17677594526733e-05,0.000475624514918171,0.734082687217403
"226223_at",1.2068731539694,8.36785831450413,4.11303843512544,7.18520925237405e-05,0.000476068002755152,0.732964996797631
"208146_s_at",-1.51403890641408,5.06822847510744,-4.11177396188735,7.21977436106321e-05,0.000478300209852334,0.728397728939861
"243709_at",1.01327710261422,5.16854051185124,4.11117734288603,7.23613852538688e-05,0.000479326234402141,0.726243112063634
"214156_at",-1.1684922939893,4.12673346177686,-4.11001637888591,7.26808350091982e-05,0.000481150823844038,0.722051105558667
"231766_s_at",1.93854049321151,5.61583477741322,4.10987149864368,7.2720794772614e-05,0.000481357076778774,0.721528034732543
"227803_at",2.14170389449488,5.26100545109917,4.10971086795867,7.27651232966088e-05,0.00048159219419466,0.720948115234093
"1569608_x_at",-1.12619038181001,6.44239226427273,-4.10687979398362,7.35506619261879e-05,0.000486555649221334,0.710729982451635
"1569453_a_at",1.39464341015496,4.28918691995868,4.10614739693142,7.37551985707149e-05,0.000487672690996957,0.70808742012123
"231821_x_at",1.11705448728615,6.71693043086777,4.10495890494354,7.40882683997947e-05,0.00048951976734245,0.703799975746689
"244665_at",1.04794138578334,4.71309564318182,4.10310114964219,7.46117831383859e-05,0.000492820935405578,0.6971000573505
"202620_s_at",-1.40605748802554,8.77799196971074,-4.1001773089412,7.5442900842404e-05,0.0004977483532712,0.686559968648517
"235463_s_at",1.36643893069396,6.12859043078512,4.09966778510662,7.55886397388853e-05,0.000498649719802553,0.68472377612052
"201136_at",1.25823580276238,8.70153047114876,4.09772516078268,7.6146764521962e-05,0.00050202874113569,0.677724635250591
"211535_s_at",-1.07356884114825,7.42665205850413,-4.09709271298044,7.63293194018296e-05,0.000503110975080775,0.675446508660213
"204215_at",-1.1636710168479,6.25479031104959,-4.0962025673786,7.65869682592343e-05,0.000504748371452946,0.672240583071148
"235350_at",-1.31371472799665,3.40544695353719,-4.09576444180818,7.6714087381274e-05,0.000505464295923253,0.670662833926373
"235457_at",-1.46340122975629,6.07615079073554,-4.09489497360894,7.6966956017267e-05,0.00050694715338442,0.66753213840695
"223949_at",1.89002601746886,5.14689474915702,4.09393844035541,7.72460676358136e-05,0.000508601727840572,0.664088526087874
"209960_at",-1.05990102057413,3.98909911541322,-4.09377483623262,7.72939034307371e-05,0.00050879414520534,0.663499596109471
"226756_at",-1.25243059182472,6.57120347587603,-4.09332277720783,7.74262272972718e-05,0.000509542486456227,0.661872399783686
"214151_s_at",-1.23861984162732,5.77415535297521,-4.09292140023168,7.75438975555091e-05,0.000510071294375296,0.660427748084157
"1554077_a_at",-1.06688444008319,3.81871961495868,-4.09164033231848,7.79206098650767e-05,0.000512302710963572,0.655817592541299
"203973_s_at",-1.347425886995,10.9416580634876,-4.08988524737629,7.84395571370324e-05,0.000515218979633259,0.649503366681913
"225114_at",-1.38922856217144,6.24179583461157,-4.08962288449123,7.85174168178943e-05,0.000515668440182387,0.648559645655088
"64486_at",1.22138439260177,6.21807609319008,4.08937226657051,7.8591860101591e-05,0.000516033379494955,0.647658213966587
"236617_at",1.39472214314928,5.78903552058678,4.08879744371175,7.8762860139926e-05,0.000516971798845771,0.645590827442386
"201028_s_at",-1.22054865454305,7.30695606206612,-4.0885313198863,7.88421480061389e-05,0.000517410070278682,0.644633770594418
"211980_at",-1.12845757275633,10.3169846929917,-4.08847710378207,7.88583102996298e-05,0.000517410070278682,0.644438799847082
"225325_at",1.38540493659779,7.7483244242314,4.08829452321518,7.89127624844541e-05,0.000517705218243044,0.643782222013785
"224576_at",1.17554007524259,8.09406384115703,4.08797589247632,7.90078760087843e-05,0.000518204848941972,0.642636447226661
"212780_at",-1.11077645593048,5.81834154902479,-4.08443391384137,8.00725979900409e-05,0.000525062280535558,0.629904265473645
"1556253_s_at",1.11026393347057,3.68683045521488,4.08278109898966,8.05741218398873e-05,0.000528097591895929,0.623965819975536
"228990_at",1.00515339719679,6.01363925318182,4.08262316152625,8.06222028297995e-05,0.000528349387476841,0.623398456908144
"219857_at",1.63278249726411,5.03747143319835,4.07912849802501,8.1693137441084e-05,0.000534854782611815,0.610848720604291
"219850_s_at",1.42742479015891,3.88409312782645,4.07881222569891,8.17907275749471e-05,0.000535365501036781,0.609713350875322
"225045_at",-1.09971607119009,4.24824973041322,-4.07810525392421,8.20092769080844e-05,0.000536731771001857,0.6071756696921
"212692_s_at",1.10939454366283,8.10843071708264,4.0768501306625,8.23986561731508e-05,0.00053915109218131,0.602671212496859
"223251_s_at",1.13243723908421,8.88281196060331,4.07449486352658,8.31341148114416e-05,0.000543703077430092,0.594221323574061
"227192_at",1.07712693479975,4.31117793180992,4.07415932182982,8.32394012634576e-05,0.000544326547551674,0.593017815511758
"242912_at",2.20383865342475,5.05365145580165,4.07344426049035,8.34641994119819e-05,0.000545535577148848,0.590453310830634
"217867_x_at",1.71880229426522,7.7560769861157,4.07278914011506,8.36706633462482e-05,0.000546661035043168,0.588104077721926
"228647_at",-1.16381995181226,4.95713936947934,-4.06891362836466,8.49020789438654e-05,0.000553676188723264,0.57421250384873
"203637_s_at",-1.53553541550968,6.10697149318182,-4.06736126296991,8.54001793475602e-05,0.000556858056747508,0.568650934172922
"201464_x_at",-1.027046251189,9.68803542493388,-4.06730209529018,8.54192194114057e-05,0.000556915790760626,0.568438989301259
"213506_at",1.41525019793266,5.83581505026446,4.067251423968,8.54355285892923e-05,0.000556955708312812,0.568257481132321
"216237_s_at",1.21880793732348,6.85645812170248,4.0655387369189,8.59885329685698e-05,0.000560293533554589,0.562123523954611
"242611_at",1.14012647264589,5.65736191991736,4.06186067722006,8.7187726517184e-05,0.000567296078463291,0.548957227051355
"1556308_at",1.20068381319115,4.576532863,4.06150154310786,8.73056720244421e-05,0.000567995908845356,0.547672123156069
"222326_at",1.41921470675676,5.1889276676281,4.0599357349111,8.78216946830229e-05,0.000571149180063552,0.542070134347713
"202191_s_at",-1.26396943954983,6.51095291028099,-4.05981391179294,8.78619643995533e-05,0.000571343114122928,0.541634356587005
"227607_at",-1.28433760154474,6.1864112541157,-4.05677537204659,8.88721139474592e-05,0.000577568385840643,0.530768292608733
"235736_at",1.0948768665752,3.87257744669421,4.05529449839877,8.93684409175984e-05,0.000580586918627578,0.525474801920589
"209583_s_at",-1.03500851853569,4.77770338777686,-4.05504058579101,8.94538076242336e-05,0.000581072464281213,0.524567319847193
"236379_at",1.05276497369509,6.1279837825124,4.05378141031157,8.98783024437891e-05,0.000583691196830285,0.520067670643969
"202479_s_at",1.15747931302598,6.38087436916529,4.0528209022603,9.02034047121482e-05,0.000585524296881954,0.516636018008
"1568609_s_at",-1.24386561583434,7.26248359413223,-4.05249018752727,9.03156014678505e-05,0.000586113413680086,0.515454600423763
"218862_at",1.10483725323297,7.93210410747934,4.05173851753002,9.05711061738368e-05,0.000587492612416007,0.51276966930502
"218922_s_at",1.38079616700676,5.78574045595868,4.05111043408403,9.07851318154716e-05,0.000588741202942819,0.510526473233348
"203477_at",-1.5703134996279,7.08681217781818,-4.04988721599015,9.12033445053876e-05,0.000591172834716309,0.50615851413408
"215768_at",-1.7818221484107,5.94735285989256,-4.04976470529931,9.12453317051216e-05,0.000591374882761679,0.505721098843556
"235046_at",1.54344372596997,7.10295044639669,4.04959383435899,9.13039239333195e-05,0.000591684489872495,0.505111033639887
"235609_at",1.01217096289534,4.15551787107438,4.04929838619242,9.1405319017217e-05,0.000592201187020541,0.504056232993889
"214247_s_at",1.37547727344959,8.94154503243802,4.04786987968372,9.18970901124146e-05,0.000595034746790179,0.498957042806878
"228821_at",1.07313365114534,3.75449583253719,4.04707944985198,9.21702860959611e-05,0.000596733024546675,0.496136114495454
"240284_x_at",1.1039244143959,4.1412133932562,4.04581762479506,9.26080203777015e-05,0.000599212250195365,0.491633711566544
"223221_at",-1.18140477069801,4.44052129304132,-4.04445575606588,9.30826906694825e-05,0.000601998593843619,0.486775531126975
"227499_at",1.2983234568614,4.17444229785124,4.04441814409384,9.30958330269214e-05,0.000602012379745349,0.48664137593031
