"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204755_x_at",-2.73526775757979,3.30781617224793,-11.7391193313894,1.16123036516892e-21,1.4629094519726e-19,38.6932073029228
"220326_s_at",-2.50946507071838,4.27771293938016,-11.7370986431065,1.17421739423125e-21,1.47586979378376e-19,38.6822012635265
"205478_at",-4.83379955287565,6.45898738745455,-11.7223443165273,1.27355701268564e-21,1.59705801992172e-19,38.6018345494509
"232150_at",2.7048937052047,8.18413224422314,11.7214544733896,1.27981046539802e-21,1.5976147673807e-19,38.5969873205646
"205893_at",-1.32941608293274,2.57071942926446,-11.7214495676119,1.27984502626931e-21,1.5976147673807e-19,38.5969605973158
"218625_at",-3.30180164714881,4.61446215470248,-11.7207177861893,1.28501085703845e-21,1.60040930771246e-19,38.5929743534522
"214071_at",-2.22271189049101,2.84474893689256,-11.7099113332986,1.36377259225047e-21,1.69464242002941e-19,38.5341058990887
"201416_at",2.63181643886929,9.87531499277686,11.6980293649071,1.45596380623793e-21,1.80509798426437e-19,38.4693736053451
"231015_at",-2.05867139401533,6.0249494102314,-11.6953174216588,1.47786543155767e-21,1.82810616448904e-19,38.4545983726505
"203662_s_at",-1.96900012053851,2.84183408703306,-11.6897207040345,1.52411287695178e-21,1.88105804847265e-19,38.4241054484958
"223430_at",-3.2428584205193,5.18999761932231,-11.6840319902333,1.57260575534648e-21,1.93653647913443e-19,38.3931101438472
"210247_at",-1.88773344373873,2.85665414296694,-11.6579618126111,1.81536882743232e-21,2.23045596943511e-19,38.2510505203382
"205709_s_at",3.0415358735124,7.37368983096694,11.655323232682,1.84193986884748e-21,2.2580283033461e-19,38.236671246153
"205005_s_at",-3.48178016427552,5.01327140310744,-11.6427781743775,1.97369655315877e-21,2.40874685365972e-19,38.1683020842002
"227190_at",-3.71681405247575,5.71846711639669,-11.6404248926482,1.99944364865405e-21,2.43473455434655e-19,38.1554763618776
"238081_at",-1.50768038886485,2.75346309115702,-11.6389294267754,2.01597990789343e-21,2.44941558809052e-19,38.1473257607739
"204159_at",-3.78974640977441,7.25362269145455,-11.6377256296637,2.02939042714943e-21,2.46024216417727e-19,38.1407647600641
"240452_at",2.73490591000336,6.59721675673554,11.6334994325576,2.07718215816703e-21,2.51260917030492e-19,38.1177305209609
"231262_at",-1.97405992047063,2.67375238255372,-11.6276768091628,2.14487813836712e-21,2.58876848157223e-19,38.0859942175533
"212117_at",-2.29151654124895,7.87827845366116,-11.6186612629881,2.25407996957901e-21,2.71457758450952e-19,38.0368525946669
"209616_s_at",-4.99599457811943,5.60711705320661,-11.5976069152226,2.53127635763085e-21,3.04074969968004e-19,37.9220798283027
"1570124_at",-1.84150417269344,2.67378562910744,-11.5972653712775,2.53604364527499e-21,3.04074969968004e-19,37.9202178633781
"205960_at",-1.91052386264201,2.61905442721488,-11.5920264111817,2.61030590845434e-21,3.12294257209499e-19,37.8916566152136
"204653_at",4.66070675702202,9.47537838913223,11.5912748828269,2.6211358975952e-21,3.12905251530606e-19,37.8875594341294
"228501_at",-3.06186424121781,3.25172299316529,-11.5857538362337,2.70208888142897e-21,3.21866469699627e-19,37.8574592452036
"229839_at",-5.78971075341977,4.29230572283471,-11.5805696345112,2.78038003658848e-21,3.30472344566251e-19,37.8291946137024
"234032_at",2.89100776877543,5.99892394275207,11.5793027908907,2.79985453459371e-21,3.32065177177681e-19,37.8222875634435
"222380_s_at",3.00189216111081,8.06565947522314,11.566898061025,2.99791109251044e-21,3.54785257538978e-19,37.7546521570262
"229490_s_at",4.11680444391456,8.31029602807438,11.564556954386,3.03683382852799e-21,3.58615312256518e-19,37.7418869928955
"227113_at",-2.57656359797121,4.41242223158678,-11.5618242047852,3.0829083163067e-21,3.63271578004459e-19,37.7269861328265
"211696_x_at",-5.87138887833833,6.36953512771901,-11.5580913255494,3.14697802550445e-21,3.70023706547217e-19,37.7066314929481
"224964_s_at",-3.88606188704984,5.25170347356198,-11.5452459486785,3.37781054329415e-21,3.96312857198729e-19,37.636584959885
"212886_at",-3.99271878369011,5.23465183146281,-11.5442091279877,3.39716552051053e-21,3.9773024589703e-19,37.6309309009532
"201690_s_at",3.75362404852596,10.3089999351983,11.5377593193564,3.52008663115585e-21,4.11240890082149e-19,37.5957576484752
"207275_s_at",-4.52362167679816,5.4464279061405,-11.535445304294,3.56526435104072e-21,4.15630764164501e-19,37.5831381411015
"231050_at",-3.38170891405041,4.2697526584876,-11.5349297333231,3.57540891702838e-21,4.1592655859261e-19,37.5803264470662
"231773_at",-3.73632900480154,3.73517055917355,-11.5279826545692,3.71495371466788e-21,4.31242238533899e-19,37.5424394042156
"204392_at",-2.43808978171668,3.3178865026281,-11.5253130743676,3.77001575767846e-21,4.36706804133622e-19,37.5278800250277
"232264_at",2.61175901928672,8.19772655205785,11.5156004241073,3.9773300437552e-21,4.59747399878045e-19,37.4749073158197
"217164_at",2.39558539199092,6.327801807,11.5130150766582,4.03441157621164e-21,4.65361715040868e-19,37.4608063874754
"205969_at",-2.31135834637446,2.78028508769421,-11.5111674193643,4.07570751619356e-21,4.69135386206069e-19,37.4507288284379
"227000_at",-2.49345599208771,3.06751468232231,-11.5096592001838,4.10973034037042e-21,4.72057786470069e-19,37.4425025714715
"211653_x_at",-5.45192581622803,6.39080010468595,-11.491337858319,4.54645214287291e-21,5.2112635411232e-19,37.3425675288656
"217482_at",1.85927124334217,4.89872760829752,11.4800336034831,4.83878078458569e-21,5.5347351338331e-19,37.2809029303451
"219626_at",-1.43130125050344,2.95490315190083,-11.477693277537,4.90161375066153e-21,5.59490045547848e-19,37.2681360293629
"222955_s_at",-1.22809276338126,4.00211327293388,-11.4769314978149,4.92224164948391e-21,5.60674087886527e-19,37.2639803505252
"219909_at",-1.89740109594458,2.66491530765289,-11.4763254793387,4.93871379961361e-21,5.6138082535109e-19,37.2606743726568
"226875_at",-4.35578941115958,5.61213473627273,-11.4751034060371,4.97209890994272e-21,5.64003128425556e-19,37.2540076353003
"204388_s_at",-4.95148399091636,5.00224515577686,-11.4732664740838,5.02270643956875e-21,5.68564129572301e-19,37.2439866016404
"225894_at",-3.00138316976024,3.16428702671074,-11.4670064057613,5.19907585771754e-21,5.87312959753526e-19,37.2098352902178
"243501_at",-1.84250316819179,2.91187123776033,-11.4653597645327,5.24648887587212e-21,5.91446967604759e-19,37.2008519901138
"229241_at",-2.04253529411539,2.73874185547934,-11.4592500225034,5.42622489255829e-21,6.10450300412807e-19,37.1675194671963
"205006_s_at",-3.49225331086771,5.1057043616281,-11.4580995956824,5.46075130268045e-21,6.13073054361507e-19,37.1612430452884
"223276_at",-2.58988617977552,5.12345583029752,-11.4541019247555,5.58244741990171e-21,6.25451460416241e-19,37.1394325420449
"223422_s_at",-2.18510338253964,4.07750047841322,-11.4457903589217,5.84422515833542e-21,6.53441739329221e-19,37.0940849127545
"206163_at",-2.77608950052434,2.95289660361983,-11.4399451819891,6.03564791840421e-21,6.73467448854592e-19,37.0621927242517
"227699_at",-1.93189719606679,3.85208635540496,-11.4393029359828,6.0570597257229e-21,6.74480123225865e-19,37.0586884760433
"226663_at",2.81075615198525,8.18124401609091,11.4378996242638,6.1041095893991e-21,6.78337788212187e-19,37.0510316332419
"229357_at",-3.86479534374779,4.71724018070248,-11.4215448731244,6.68018146267173e-21,7.40849739293259e-19,36.9617919855409
"212580_at",-1.26050912849152,2.53055501640496,-11.4178088637834,6.81923415020196e-21,7.54740135956057e-19,36.9414054999633
"221885_at",-1.23254298572175,2.58615102914876,-11.4156576361849,6.9006124468913e-21,7.62204011179357e-19,36.9296666187015
"232555_at",-1.90734223901529,2.68798532728099,-11.4104435309651,7.10191164452888e-21,7.8285689347705e-19,36.9012136540303
"218186_at",4.22468620577711,7.59066291383471,11.4010037851773,7.48141894869229e-21,8.23031350140344e-19,36.849699972041
"227657_at",-3.62040658970029,3.68410374120661,-11.3993454429452,7.55015559175494e-21,8.28925214817673e-19,36.8406499969517
"226627_at",-2.47760995477098,4.27198317140496,-11.3972029158333,7.63989789421825e-21,8.37097028790347e-19,36.8289576076979
"229693_at",-3.1347370094022,4.7240520813719,-11.3957843227219,7.69990403261007e-21,8.41984505965911e-19,36.8212158734901
"228409_at",-5.96260125169408,5.20278046590909,-11.3903942271285,7.93223666522666e-21,8.65658761818898e-19,36.7917998826248
"230305_at",-1.27391092226132,2.64990610480992,-11.3753561565808,8.61819962998327e-21,9.36908463267118e-19,36.7097271855673
"214856_at",-1.36198988676475,2.55900166803306,-11.3753311896854,8.61938650248487e-21,9.36908463267118e-19,36.7095909202304
"205980_s_at",3.79067004005145,6.89924471317355,11.370796378794,8.83769761804733e-21,9.58732375529242e-19,36.684840401628
"228907_at",2.24009124784499,6.57540096015703,11.3686713046949,8.94189700260825e-21,9.68115284391299e-19,36.6732418058765
"223986_x_at",-1.54356313424835,2.78241568916529,-11.3682203282189,8.96416753209892e-21,9.68608418611676e-19,36.6707803751622
"203812_at",-2.39220229662393,5.2251285578595,-11.3677183699512,8.98902097709519e-21,9.69378149748875e-19,36.6680406801295
"238009_at",-3.24020313128059,3.18419909298347,-11.3540989425694,9.69032745331682e-21,1.0417499865197e-18,36.5937034389062
"209554_at",-1.01544004301868,2.63092511746281,-11.3539511560694,9.69823032717928e-21,1.0417499865197e-18,36.5928967707688
"209542_x_at",-3.87105056824441,5.56013659422314,-11.3529901182766,9.74977935545193e-21,1.04523369854771e-18,36.5876510930212
"214091_s_at",-5.02213487021164,6.76576317642975,-11.3509043801816,9.86260143379563e-21,1.05525975223635e-18,36.5762663387478
"216333_x_at",-3.97624058644805,6.57413757249587,-11.3479499655008,1.00246518927761e-20,1.07050359812018e-18,36.5601398481225
"204183_s_at",-2.04206073807641,5.22006051982645,-11.3470352649676,1.00753616662793e-20,1.07382144074818e-18,36.5551469717676
"202525_at",3.85329084826468,6.96018074800826,11.3465496143424,1.01023897404183e-20,1.07460731334119e-18,36.5524960489633
"209220_at",-3.4610462664486,3.98427121096694,-11.3430196200324,1.03010385104938e-20,1.09361025351699e-18,36.5332274246926
"1554062_at",-3.27269770387619,3.94918434803306,-11.3394185482314,1.05077158079828e-20,1.11339023604934e-18,36.5135705350037
"239574_at",-2.78522807540783,3.31027197468595,-11.3377643184735,1.06040435492659e-20,1.12142375446057e-18,36.5045406238211
"226303_at",-2.20485899854359,3.96511720952893,-11.3283116677756,1.11716827182459e-20,1.17917326760636e-18,36.4529404749466
"218237_s_at",4.16433062899882,9.60804650466116,11.3227708538092,1.15184475916358e-20,1.21343183443678e-18,36.4226933664474
"226751_at",-3.20291722283151,5.63636220801653,-11.3221373143928,1.15587769007936e-20,1.2153387058671e-18,36.4192348550173
"219395_at",3.27629437029012,6.68462220408265,11.3214514034527,1.16025993642134e-20,1.21760483730973e-18,36.4154904361211
"211577_s_at",-3.77247625715222,4.61719655964463,-11.3184247552509,1.17979643664317e-20,1.23573506079436e-18,36.3989677065631
"204310_s_at",-1.4664103715617,4.29558195380165,-11.3176442077361,1.18488791499193e-20,1.23869496658095e-18,36.3947065997759
"224881_at",-3.44313861700627,4.66064563266116,-11.3152578684754,1.20059068802813e-20,1.25271556999881e-18,36.3816791943503
"229815_at",-1.69011245372569,2.75580171732231,-11.3031220123787,1.28372948082396e-20,1.33691255931523e-18,36.3154257775467
"202947_s_at",-2.36845828340786,5.42516849609917,-11.3018423782374,1.29282490975577e-20,1.34382513195621e-18,36.3084396781574
"228692_at",-3.04766300178172,3.56437788196694,-11.2998151963171,1.30736597404321e-20,1.35636118844047e-18,36.2973723097239
"205530_at",-2.08802301064147,5.0398421995124,-11.295204236147,1.34105304318194e-20,1.38867566545403e-18,36.2721985310117
"205792_at",-4.04175006896217,4.15457427080992,-11.2916808608281,1.36737867408174e-20,1.41325952751265e-18,36.2529621879625
"218651_s_at",-2.99648919424384,5.61613849353719,-11.2892074289998,1.38616779537558e-20,1.42997592853132e-18,36.239458003678
"221886_at",-1.37829283295307,2.59915198771074,-11.2774316111077,1.47922622625099e-20,1.52310158041946e-18,36.1751639558782
"213605_s_at",3.10913034522392,9.80400918771901,11.2745373447121,1.50303960950263e-20,1.54471223025481e-18,36.1593613153973
"242725_at",2.00901175785404,5.78028659016529,11.2715651376164,1.52789359773549e-20,1.56730923932811e-18,36.1431329509197
"225380_at",-2.98892768469747,4.72503011382645,-11.2482989385042,1.73720748501436e-20,1.77868575361724e-18,36.0160928135804
"240466_at",-1.65867354211256,2.5956506138843,-11.2407687921751,1.81091924513107e-20,1.85069177060824e-18,35.9749739013155
"207820_at",-1.27673874595704,2.62331923783471,-11.2360529915084,1.85866715862394e-20,1.8959445316747e-18,35.9492224080237
"244579_at",3.86949935546884,10.0013191128099,11.223950627487,1.98704954206319e-20,2.02312725721238e-18,35.8831334335288
"212001_at",1.78080164252597,6.81808903308264,11.2200656466364,2.03011442988825e-20,2.06313209022565e-18,35.8619176666437
"216331_at",-4.16669244196274,5.37768763045455,-11.2113212182749,2.13049390952695e-20,2.16112717074928e-18,35.8141636584733
"207057_at",-4.40781236164487,6.41133999259504,-11.2082571853881,2.1668293810252e-20,2.19391474828802e-18,35.797430430836
"210168_at",-2.03275532213296,2.72664064622314,-11.1982325553951,2.29009795156901e-20,2.31443817933522e-18,35.7426830643283
"232298_at",-1.77594329063411,2.64747850156198,-11.1971750321001,2.30350426310478e-20,2.32369180046594e-18,35.7369075322103
"213089_at",3.26629280474486,8.80012858352066,11.1902381936847,2.39341140343151e-20,2.40994048770935e-18,35.6990224062479
"204421_s_at",-2.45359882561996,3.67644400677686,-11.188168649677,2.42090832782558e-20,2.43314637543867e-18,35.6877195679855
"236657_at",-1.73034011806337,2.74316404365289,-11.1760469508289,2.58842998851183e-20,2.59674146095201e-18,35.6215154305548
"203336_s_at",-2.59587551492994,7.9067266405124,-11.1711741463922,2.65899670167227e-20,2.66264916966907e-18,35.5949013805411
"235019_at",-3.33366481090673,4.19081568219835,-11.1618347882228,2.79967199070568e-20,2.79839243312309e-18,35.5438911302436
"208051_s_at",2.49093220785855,8.2102984281157,11.160957039972,2.81327004138304e-20,2.80339335832203e-18,35.5390969277621
"206856_at",-1.48269528008374,2.55124463728099,-11.1608501840117,2.81492995650442e-20,2.80339335832203e-18,35.5385132868583
"209164_s_at",2.93645108288853,8.57473362813223,11.1583993777726,2.85327126275564e-20,2.83641102347572e-18,35.5251270833622
"230867_at",-3.54137367786544,3.15282124409917,-11.1573731369643,2.86948094937615e-20,2.84734792934921e-18,35.5195217722154
"235897_at",-1.09774778764934,2.84662651513223,-11.1514206759818,2.96533505495202e-20,2.93713214002721e-18,35.4870092264646
"219778_at",-2.57529105390446,3.701660194,-11.1463755434042,3.04908242747987e-20,3.01462173096676e-18,35.4594521469805
"209116_x_at",-6.31441355672859,6.0088172892562,-11.1432219046828,3.10262944015356e-20,3.06202643755227e-18,35.442226438622
"209686_at",-5.36419339284285,3.95203459858678,-11.1421796728268,3.12053200002334e-20,3.07414571353651e-18,35.4365335616606
"225424_at",-5.4475291066873,6.08303700458678,-11.1371598450277,3.20821664921352e-20,3.15484254129045e-18,35.4091140592453
"202366_at",-1.56119423348138,4.97273108963636,-11.1306639629437,3.32535360629915e-20,3.26415993580621e-18,35.3736314899423
"227366_at",-1.40650092611997,6.81558054124793,-11.1192738392077,3.54117021387761e-20,3.46977565311395e-18,35.3114136793329
"209543_s_at",-1.46825286935185,3.20571272592562,-11.1075399437831,3.77816462421699e-20,3.69536942449131e-18,35.2473163119484
"220661_s_at",2.35728425089703,6.44572097884298,11.1036525165072,3.86012935578175e-20,3.7687959379887e-18,35.2260805468906
"230313_at",-1.96301935662335,3.6141174907438,-11.103099955732,3.87192338135737e-20,3.77357238637636e-18,35.223062070242
"224461_s_at",-3.41571606963073,4.99452095591736,-11.0828346660606,4.33030914525136e-20,4.21280520492203e-18,35.1123562924919
"240869_at",-3.16140127525118,3.19523409133884,-11.0796256995552,4.40771586215395e-20,4.28049493362819e-18,35.094825834373
"201432_at",-2.44427055488357,10.5615723327273,-11.0637266711356,4.81214022603365e-20,4.6649604052906e-18,35.0079684272497
"209008_x_at",3.97874161257574,10.1463786461488,11.0620509079309,4.85687259195245e-20,4.69999130911504e-18,34.9988134715855
"203851_at",-3.70554879321726,5.52955459533884,-11.0608936126544,4.888007729346e-20,4.72176365021188e-18,34.9924909703285
"206093_x_at",-3.87443052822012,6.50102867289256,-11.059467836495,4.92664057375909e-20,4.75068912469627e-18,34.9847016936019
"226152_at",-2.15208899198138,4.55866892699174,-11.0562354885072,5.01535932857972e-20,4.82772484665663e-18,34.9670427078882
"243680_at",-1.08951554587335,2.96190666760331,-11.0522326344126,5.12744463811802e-20,4.92694262898248e-18,34.9451741442593
"205913_at",-6.394740908758,4.95523837378512,-11.0435233022387,5.38005140945595e-20,5.16060194407024e-18,34.897592412344
"230802_at",-1.24772300715389,2.60956431947107,-11.0422419753378,5.41825136505808e-20,5.18814174053503e-18,34.8905920729386
"230332_at",2.21109558903447,6.69089093423967,11.0408474666396,5.46013399762799e-20,5.21910535525018e-18,34.8829733642191
"227646_at",-4.5873036313468,6.62070099858678,-11.0179669831793,6.19546672725885e-20,5.91164298975354e-18,34.7579664757715
"227115_at",-1.23582928351979,2.53171526261157,-11.0091211803903,6.50561276962518e-20,6.19676617037032e-18,34.7096364951558
"229858_at",2.23160730188965,8.23709045172727,11.0012312640358,6.79532538987596e-20,6.46146809898206e-18,34.6665285847508
"218039_at",3.75415301893548,8.17279326915702,10.999229350947,6.87086479628495e-20,6.52195369334861e-18,34.6555907147779
"241337_at",-1.42273644546437,2.63452257269421,-10.9894913878626,7.25046717527584e-20,6.87035169511623e-18,34.6023849070347
"206159_at",-1.5505237113903,2.5630509982314,-10.9881234968006,7.30544439599869e-20,6.91047010988285e-18,34.5949110370569
"217047_s_at",-3.38122651860358,6.95767490113223,-10.9793777970466,7.66693632286304e-20,7.23989194218544e-18,34.5471260689667
"226955_at",-2.84069493655153,3.81309034380165,-10.9745767505074,7.87293299833769e-20,7.42159675317436e-18,34.5208937816373
"37117_at",3.61661182384159,7.96687189350413,10.9686674415853,8.13409800084856e-20,7.6545922236901e-18,34.4886058974818
"205222_at",-2.41518142745594,4.70068423571901,-10.9656425419462,8.27112051031973e-20,7.77016346910191e-18,34.4720780614379
"32837_at",-3.55126491048707,6.34910021961157,-10.9644067783587,8.32776047143971e-20,7.80995375258947e-18,34.4653259218571
"229477_at",-5.68070969517599,4.98240578963636,-10.958793939317,8.58994184444329e-20,8.04203887576947e-18,34.4346575897446
"201596_x_at",4.92378059882744,10.2771666303636,10.9554862901781,8.7482953809024e-20,8.17629145215109e-18,34.4165846428945
"219093_at",-3.27622883600741,4.94121156919835,-10.9420633473693,9.42145561334345e-20,8.79041101808111e-18,34.3432412939234
"204642_at",-1.62812176026416,3.8721217545124,-10.9401394581578,9.52209370356382e-20,8.86917330906903e-18,34.3327290348439
"220975_s_at",-1.10185947893784,4.01314047347934,-10.9355945260665,9.76412897439503e-20,9.07914543665048e-18,34.3078951547036
"201131_s_at",4.89110716488174,10.2389990800496,10.9320445776553,9.95744992965809e-20,9.2431846333456e-18,34.2884978826045
"200644_at",3.00076086187325,9.12043384420661,10.9251558854846,1.03435806873253e-19,9.58534362846625e-18,34.2508572297246
"227821_at",-1.05519355544289,2.61917290132231,-10.9235375209709,1.043644603444e-19,9.65503700394256e-18,34.2420142611363
"232861_at",-1.2496487583586,2.516768568,-10.9230247479204,1.0466043709231e-19,9.66606317233456e-18,34.2392123958025
"224822_at",-3.04035052125121,6.82682263661157,-10.9222099772333,1.05132457143057e-19,9.67833008361785e-18,34.2347603700778
"231947_at",-1.73992299289201,3.97770573172727,-10.9221844333921,1.0514728979733e-19,9.67833008361785e-18,34.2346207947668
"235141_at",3.30691134691342,8.35938018359504,10.9187290529162,1.07173155277193e-19,9.84822229374878e-18,34.215740064263
"228507_at",-1.98059903262897,3.19317962286777,-10.907016440396,1.14335118363406e-19,1.04887124102672e-17,34.1517402337956
"212120_at",-2.72619236115789,7.09889564903306,-10.8997935908987,1.18988337006239e-19,1.08972987032096e-17,34.1122730616947
"213451_x_at",-3.99342079050121,6.3840942368843,-10.895223732731,1.22029753685487e-19,1.11571518106254e-17,34.0873023174579
"235542_at",2.27629772635969,6.88649906028926,10.8929917860483,1.23543339735567e-19,1.12680059701568e-17,34.0751064334875
"207096_at",-3.48081475869633,3.37914421607438,-10.8928291139842,1.23654386503778e-19,1.12680059701568e-17,34.0742175544127
"235198_at",-1.92550152073081,3.44648485631405,-10.8906837123544,1.25128302211386e-19,1.13833442985151e-17,34.0624945606613
"223983_s_at",-2.12731215285699,8.64709768413223,-10.888452189494,1.2668003082633e-19,1.15053665870924e-17,34.0503009681836
"211778_s_at",2.88177362044963,6.50145323104959,10.8841521221676,1.2972464217075e-19,1.17623462863777e-17,34.0268043063561
"228880_at",-1.65458585415729,4.84477629739669,-10.8832309468897,1.30386328359054e-19,1.18027690447537e-17,34.0217707652399
"227312_at",-2.09631757084959,3.91828128256198,-10.8773121450448,1.34719112674021e-19,1.21748222900035e-17,33.9894288548183
"235334_at",-1.29382259223082,2.63428605460331,-10.8752989997075,1.36225392644114e-19,1.22906325789058e-17,33.9784284780114
"232165_at",5.28332518851807,8.3818684805124,10.8707039783384,1.39726891844826e-19,1.25857789318218e-17,33.9533200001824
"238970_at",1.75481935186365,5.55351657183471,10.8656384571612,1.43691323557043e-19,1.29215840715154e-17,33.9256405458273
"239093_at",-1.52606486559338,2.58918056132231,-10.8640547330204,1.44953730264538e-19,1.30137031235035e-17,33.9169866183594
"206170_at",-2.89840630347968,3.50123622921488,-10.860815907821,1.47570082912059e-19,1.32268758741259e-17,33.8992887308807
"232653_at",3.83177663098525,8.7383377488843,10.8581183421941,1.49785215120254e-19,1.34034478505726e-17,33.8845484362447
"228224_at",-2.59481737974949,3.83686610519008,-10.8558416172444,1.5168062717163e-19,1.35508795598184e-17,33.8721077345799
"209182_s_at",-2.96725052398816,3.65420455814876,-10.8542277983013,1.53038668859183e-19,1.36499008480846e-17,33.8632893460525
"228268_at",-4.30028282974894,4.69833499800826,-10.8530761585773,1.5401521179539e-19,1.37146281838973e-17,33.8569964417425
"229024_at",-4.0042693346918,3.79888943473554,-10.8527304564693,1.54309567258917e-19,1.37184968941159e-17,33.8551074217507
"221206_at",1.63279315482009,6.851508484,10.85094965737,1.5583480443412e-19,1.38316037864213e-17,33.8453766003938
"226018_at",-3.82829482215901,4.53244131671901,-10.850312568116,1.56384119378548e-19,1.38578634149467e-17,33.841895352899
"242108_at",2.35062198781331,6.54979909954545,10.8438979857705,1.62024005368073e-19,1.4334405329287e-17,33.8068441355761
"226213_at",4.58074444781669,9.33930519512397,10.8417996823259,1.63912696407084e-19,1.44780721745676e-17,33.7953783692356
"209980_s_at",-2.28157062433714,3.00815890893388,-10.8396391110211,1.65880445689829e-19,1.46282473678894e-17,33.7835723522129
"210155_at",-2.5284697652981,2.77133905850413,-10.8387271294473,1.66718110996582e-19,1.46784423812208e-17,33.7785890082929
"233098_s_at",-1.07490386438914,2.49478491004132,-10.8193546218516,1.85546250601228e-19,1.63098733948909e-17,33.67273182813
"1560359_at",-1.43926940170195,2.70270494684298,-10.8178293982926,1.87115944284322e-19,1.64214514506345e-17,33.6643975618279
"206876_at",-1.97884215355151,2.88247809816529,-10.8076854031741,1.97899014021323e-19,1.7339949666051e-17,33.6089678872809
"222919_at",-2.61176350635865,2.77217388152066,-10.8003115863048,2.06125421615483e-19,1.80030470077101e-17,33.5686753537783
"224578_at",1.97921490627369,9.05137515228099,10.7932046341117,2.14377579614935e-19,1.86939300884316e-17,33.5298411404472
"202972_s_at",-3.00706656118784,5.08564714252893,-10.7886885515187,2.19792225650505e-19,1.9135573148792e-17,33.5051641631003
"203282_at",-2.41948011412056,9.23127693582645,-10.7742802160303,2.37998581723595e-19,2.06877145560216e-17,33.4264338633543
"214767_s_at",-1.37383865930659,2.77283593524793,-10.773809151879,2.38618623243548e-19,2.0708687660065e-17,33.4238598760777
"222316_at",2.19295423101353,6.22715307864463,10.7678237611322,2.46639032023267e-19,2.1370822624203e-17,33.3911545862387
"1562610_at",-1.96019335578847,2.75019097172727,-10.7615236046665,2.55372609557969e-19,2.20925592208576e-17,33.3567294935172
"204058_at",-3.64738958090731,4.89002178652893,-10.7455173864731,2.78977494551962e-19,2.40965158208982e-17,33.2692695879789
"218736_s_at",-4.64609345199442,6.06293940598347,-10.7442186491886,2.80985884941079e-19,2.42317086106522e-17,33.2621731797294
"232662_x_at",-2.68322953823594,5.83531926392562,-10.7437763250725,2.8167319814316e-19,2.42527277298854e-17,33.2597562858533
"203548_s_at",-6.45943615844071,6.14796972234711,-10.7345034381595,2.96475450818824e-19,2.54870994866654e-17,33.2090887167106
"208350_at",-3.0761509938677,3.01508219752066,-10.733727228141,2.97749237620302e-19,2.55564200422135e-17,33.204847481486
"221590_s_at",-2.14197484984676,3.48025100995041,-10.733246239492,2.98541300861827e-19,2.5584240790941e-17,33.20221934639
"1559840_s_at",-1.07189826555488,2.51630424777686,-10.7314204044813,3.01567202457182e-19,2.58031092243293e-17,33.1922429450547
"229574_at",2.21999749873015,8.4381612282314,10.7304713974292,3.03152056129961e-19,2.5898185420165e-17,33.187057557257
"203768_s_at",-1.02343325028623,2.64347340019835,-10.6916739491117,3.75598738840827e-19,3.20372247209395e-17,32.9750723341157
"232812_at",-3.05231971357359,4.8838220591157,-10.6913847730983,3.76199110612273e-19,3.20384522939658e-17,32.9734923437033
"1554342_s_at",-1.33412597704756,4.34493807928099,-10.6896825924141,3.79752585009316e-19,3.22907816257921e-17,32.96419203705
"218665_at",-3.05323737545539,7.05195454328926,-10.6886694104036,3.81883617903901e-19,3.24215633678506e-17,32.9586562638148
"219976_at",2.96044310573638,7.18314901832231,10.6880117932035,3.83273183610303e-19,3.24890873083618e-17,32.9550632118687
"201890_at",4.46826840318605,8.35827683128099,10.6810962631766,3.98195593298601e-19,3.37017709962864e-17,32.9172787237062
"226064_s_at",-5.16473526597746,4.74580944583471,-10.6755833070158,4.10506555285379e-19,3.46865924383059e-17,32.8871577646794
"236923_x_at",-2.04439537343334,6.76291715814876,-10.6753215944766,4.11100354824366e-19,3.46865924383059e-17,32.8857278603984
"209850_s_at",-1.37460766697912,5.34656120644628,-10.6667695378687,4.3098395339992e-19,3.63082398338068e-17,32.8390027711461
"217874_at",-1.39859803849556,10.9065540583471,-10.6659224346011,4.33005070401848e-19,3.64223880372631e-17,32.8343745636951
"232068_s_at",-1.80350077128849,2.81902686259504,-10.6596381804436,4.48297673396718e-19,3.76508069016368e-17,32.8000402978001
"210751_s_at",-2.16250697917933,3.04951621623967,-10.6572204030001,4.54324100569763e-19,3.80984205500794e-17,32.786830769183
"232531_at",-1.46572843685694,2.94753851285124,-10.6538010301606,4.6298558733681e-19,3.87652940086372e-17,32.768149112812
"214454_at",-1.80661863675173,3.85479607793388,-10.6426382513951,4.92427458815775e-19,4.11673873253096e-17,32.7071623071036
"224327_s_at",-4.9773850125702,5.71420842963636,-10.6381551090609,5.04772085736252e-19,4.21349828818772e-17,32.682669410087
"203317_at",1.87130415934159,6.23328640185124,10.6346886450566,5.14528929880659e-19,4.28839470140625e-17,32.6637311008027
"209612_s_at",-6.64490445476426,6.15219162008264,-10.6157538900017,5.71248404948264e-19,4.74665752895841e-17,32.5602871709132
"236660_at",-1.54308710102549,2.74354354909917,-10.6133948460191,5.78739480212319e-19,4.80160562679948e-17,32.5473995643092
"81811_at",2.36282404414194,6.03790007179339,10.6119931131308,5.83237074761666e-19,4.83158894887789e-17,32.539741838115
"203395_s_at",2.31788092440832,7.79113647131405,10.6112066859812,5.85775686182394e-19,4.84527770681126e-17,32.5354455628889
